club,status,county,platform,sheets,postcode,reason,evidence_url
Port Royal Golf Course,unresolved,newsite,unknown,0,,homepage loaded (https://bermudagolf.co/port-royal/) but no platform signal found on it or 7 booking-ish link(,
Saint Cleres Hall Golf Club,unresolved,newsite,unknown,0,,homepage loaded (https://stclereshallgolfclub.weebly.com/) but no platform signal found on it or 0 booking-ish,
Somerley Park Golf Club,unresolved,newsite,unknown,0,,homepage loaded (https://www.somerleyparkgolfclub.co.uk/) but no platform signal found on it or 0 booking-ish ,
South Essex Golf Centre,unresolved,newsite,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
The Ageas Bowl County Golf Club,unresolved,newsite,unknown,0,,homepage loaded (https://www.ageasbowl.com/pages/golf/) but no platform signal found on it or 3 booking-ish li,
The Links at City park,unresolved,newsite,unknown,0,,homepage loaded (https://www.portsmouthva.gov/parks-recreation) but no platform signal found on it or 0 bookin,
The Orchards Holiday Village Golf Course,unresolved,newsite,unknown,0,,homepage loaded (https://www.haven.com/parks/essex/the-orchards) but no platform signal found on it or 5 booki,
The Tower Course,unresolved,newsite,esp,0,,esp seen but no confirmed public visitor sheet — worth another look,https://www.e-s-p.com/elitelive/book_date.php
Turtle Hill Golf Club,unresolved,newsite,unknown,0,,homepage loaded (https://www.fairmont.com/en/hotels/bermuda/fairmont-southampton/golf.html) but no platform si,
Village Golf & Sports Club,unresolved,newsite,unknown,0,,homepage loaded (https://www.villagegolf.org.uk/) but no platform signal found on it or 0 booking-ish link(s),
5 Hole Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Browston Hall Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Crazy Golf,unresolved,norfolk,no_site,0,,no working website found,
Denver Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Dereham Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Dunston Hall Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Eagles Golf Centre,unresolved,norfolk,unknown,0,,homepage loaded (https://www.eaglesgolfonline.co.uk/) but no platform signal found on it or 1 booking-ish link,
Eaton Park Pitch & Kick,unresolved,norfolk,unknown,0,,homepage loaded (https://www.norwich.gov.uk/sports-and-leisure/find-outdoor-sports-and-activity-facilities) bu,
Gorleston Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Gorleston Putting Green,unresolved,norfolk,unknown,0,,homepage loaded (https://www.greatyarmouthservices.co.uk/open-spaces/book-sports-facilities/gorleston-cliffs-p,
Hunstanton Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Hunstanton Putting Green,unresolved,norfolk,no_site,0,,no working website found,
King’s Lynn Golf Club,unresolved,norfolk,unknown,0,,site reachable (http://www.club-noticeboard.co.uk/coursereviews/kingslynn/) but no visitor booking found on it,
Lambert's Point Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Middleton Hall Golf Club,unresolved,norfolk,unknown,0,,homepage loaded (https://www.middletonhallgolfclub.com/) but no platform signal found on it or 4 booking-ish l,
Mundesley Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Norfolk Premier Golf,unresolved,norfolk,no_site,0,,no working website found,
Norwich Family Golf Centre,unresolved,norfolk,no_site,0,,no working website found,
RAF Feltwell Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Royal Cromer Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Royal Norwich Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Royal West Norfolk Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Ryston Park Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Sewells Point Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Sheringham Golf Links,unresolved,norfolk,no_site,0,,no working website found,
Silfield Village Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Sprowston Manor Golf Club,unresolved,norfolk,no_site,0,,no working website found,
Wensum Valley Hotel Golf Course,unresolved,norfolk,no_site,0,,no working website found,
Blackthorn Wood Golf Complex,unresolved,northamptonshire,unknown,0,,homepage loaded (https://blackthornwoodgc.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Brampton Health Golf Centre,unresolved,northamptonshire,no_site,0,,no working website found,
Cherwell Edge Golf Club,unresolved,northamptonshire,unknown,0,,homepage loaded (https://www.cherwelledgegolfclub.co.uk/) but no platform signal found on it or 6 booking-ish ,
Cold Ashby Golf Club,unresolved,northamptonshire,error,0,,site refused or failed to load,
Daventry & District Golf Club,unresolved,northamptonshire,unknown,0,,homepage loaded (https://daventrygolfclub.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Delapre Golf Centre,unresolved,northamptonshire,unknown,0,,site reachable (https://delapregolfcentre.co.uk:443/login_up.php) but no visitor booking found on it or 0 sub-,
Farthingstone Hotel and Golf,unresolved,northamptonshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,https://www.brsgolf.com/farthingstone/visitor_home.php
John White Golf Course,unresolved,northamptonshire,no_site,0,,no working website found,
Market Harborough Golf Club,unresolved,northamptonshire,no_site,0,,no working website found,
Northampton Golf Club,unresolved,northamptonshire,no_site,0,,no working website found,
Northamptonshire County Golf Course,unresolved,northamptonshire,no_site,0,,no working website found,
Overstone Park Golf Club,unresolved,northamptonshire,no_site,0,,no working website found,
Pytchley Golf Lodge,unresolved,northamptonshire,no_site,0,,no working website found,
Rushden Golf Range,unresolved,northamptonshire,error,0,,site refused or failed to load,
Staverton Park,unresolved,northamptonshire,no_site,0,,no working website found,
Stoke Albany Golf and Country Club,unresolved,northamptonshire,no_site,0,,no working website found,
Wellingborough Golf Glub,unresolved,northamptonshire,no_site,0,,no working website found,
Whittlebury Hall Golf Course,unresolved,northamptonshire,no_site,0,,no working website found,
Barnard Castle Golf Course,unresolved,northeast,dead_link,0,,no working website found,
Bedlingtonshire Golf Club,unresolved,northeast,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Belford Golf Club,unresolved,northeast,no_site,0,,no working website found,
Bellingham Golf Club,unresolved,northeast,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Brancepeth Castle Golf Club,unresolved,northeast,unknown,0,,homepage loaded (https://brancepeth-castle-golf.co.uk/) but no platform signal found on it or 1 booking-ish li,
Burgham Park Golf Club,unresolved,northeast,unknown,0,,homepage loaded (https://prat.uk/burgham-park-golf-club/) but no platform signal found on it or 2 booking-ish ,
Close House Hotel & Golf Club,unresolved,northeast,unknown,0,,site reachable (https://closehouse.com/golf/) but no visitor booking found on it or 2 sub-page(s),
Cocken Lodge Golf Course,unresolved,northeast,unknown,0,,homepage loaded (https://cockenlodgegolf.my.canva.site/cocken-website) but no platform signal found on it or 0,
Dinsdale Golf Club,unresolved,northeast,error,0,,site refused or failed to load,
Dunstanburgh Castle Golf Course,unresolved,northeast,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Haggerston Castle Golf Course,unresolved,northeast,unknown,0,,homepage loaded (https://haggerstongolf.co.uk/) but no platform signal found on it or 2 booking-ish link(s),
Hall Garth Hotel golf course,unresolved,northeast,no_site,0,,no working website found,
Hartlepool Power Station Golf Course,unresolved,northeast,no_site,0,,no working website found,
High Throston Golf Course,unresolved,northeast,no_site,0,,no working website found,
Ineos Golf Club,unresolved,northeast,error,0,,site refused or failed to load,
Knotty Hill Golf Centre,unresolved,northeast,unknown,0,,homepage loaded (https://www.knottyhill.com/) but no platform signal found on it or 1 booking-ish link(s),
Macdonald Linden Hall Golf & Country Club,unresolved,northeast,unknown,0,,homepage loaded (https://www.macdonaldhotels.co.uk/linden-hall) but no platform signal found on it or 8 bookin,
Magdalene Fields,unresolved,northeast,unknown,0,,homepage loaded (https://magdalene-fields.co.uk/) but no platform signal found on it or 5 booking-ish link(s),
"Matfen Hall Hotel, Golf & Spa",unresolved,northeast,golf_manager,0,,golf_manager seen but no confirmed public visitor sheet — worth another look,https://uk.golfmanager.com/matfenhall
Middlesbrough Municipal Golf Course,unresolved,northeast,unknown,0,,homepage loaded (https://teesvalley-ca.gov.uk/visit/things-to-see-and-do/activities/middlesbrough-municipal-go,
N1GOLF Centre Morpeth,unresolved,northeast,unknown,0,,homepage loaded (https://justgolfmorpeth.com/) but no platform signal found on it or 5 booking-ish link(s),
Norton Golf Course,unresolved,northeast,no_site,0,,no working website found,
Oakleaf Golf Complex,unresolved,northeast,unknown,0,,homepage loaded (https://www.great-aycliffe.gov.uk/oakleafgolfcomplex/home/) but no platform signal found on i,
Percy Wood Country Park,unresolved,northeast,error,0,,site refused or failed to load,
Rockliffe Hall Golf Course,unresolved,northeast,unknown,0,,homepage loaded (https://www.rockliffe.co.uk/golf/) but no platform signal found on it or 5 booking-ish link(s,
Roseberry Grange Golf Club,unresolved,northeast,unknown,0,,homepage loaded (https://roseberrygrange.com/) but no platform signal found on it or 0 booking-ish link(s),
Seahouses Golf Club,unresolved,northeast,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Sharpley Golf Course,unresolved,northeast,unknown,0,,homepage loaded (https://sharpleygolf.blogspot.com/) but no platform signal found on it or 11 booking-ish link,
Slaley Hall Golf Club,unresolved,northeast,unknown,0,,homepage loaded (https://www.slaleyhallhotel.com/golf/) but no platform signal found on it or 20 booking-ish l,
The Hobson Golf Club,unresolved,northeast,error,0,,site refused or failed to load,
Tynedale Golf Cub,unresolved,northeast,unknown,0,,homepage loaded (https://tynedalegolfclub.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Warkworth Golf Club,unresolved,northeast,error,0,,site refused or failed to load,
Wynyard Golf Club,unresolved,northeast,esp,0,,esp seen but no confirmed public visitor sheet — worth another look,
Aldwark Manor Golf Club,unresolved,northyorkshire,error,0,,site refused or failed to load,
Bedale Golf Course,unresolved,northyorkshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Brigham Park Golf Course,unresolved,northyorkshire,no_site,0,,no working website found,
Conyngham Hall Leisure Park pitch and putt course,unresolved,northyorkshire,no_site,0,,no working website found,
Easingwold Golf Club,unresolved,northyorkshire,no_site,0,,no working website found,
Forest of Galtres Golf Club,unresolved,northyorkshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Ganton Golf Club,unresolved,northyorkshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Harrogate Golf Club,unresolved,northyorkshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Heworth Golf Course York,unresolved,northyorkshire,dead_link,0,,no working website found,
Hunmanby Hall Golf & Leisure,unresolved,northyorkshire,no_site,0,,no working website found,
Melodie Park,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.melodiepark.com/) but no platform signal found on it or 0 booking-ish link(s),
North Cliff Golf Club,unresolved,northyorkshire,error,0,,site refused or failed to load,
Pannal Golf Club,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.pannalgc.co.uk/) but no platform signal found on it or 2 booking-ish link(s),
Peasholm Pitch and Putt,unresolved,northyorkshire,no_site,0,,no working website found,
Raven Hall Golf Course,unresolved,northyorkshire,no_site,0,,no working website found,
Reighton Sands Holiday Park Golf Course,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.haven.com/parks/yorkshire/reighton-sands) but no platform signal found on it or 5,
Rosedale Abbey Golf,unresolved,northyorkshire,unknown,0,,homepage loaded (https://rosedaleabbeygolf.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
Sandburn Hall,unresolved,northyorkshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Sawdon Pines Golf Club,unresolved,northyorkshire,no_site,0,,no working website found,
Scalm Park Leisure,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.scalmparkleisure.co.uk/) but no platform signal found on it or 1 booking-ish link,
Selby Golf Club,unresolved,northyorkshire,no_site,0,,no working website found,
Settle Golf Course,unresolved,northyorkshire,unknown,0,,site reachable (https://settlegolfclub.co.uk) but no visitor booking found on it or 2 sub-page(s),
Snainton Golf,unresolved,northyorkshire,unknown,0,,homepage loaded (https://golfscarborough.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
Spofforth Golf Club,unresolved,northyorkshire,error,0,,site refused or failed to load,
Stokesley Golf Range,unresolved,northyorkshire,unknown,0,,site reachable (https://www.stokesleygolfrange.co.uk/) but no visitor booking found on it or 0 sub-page(s),
Swallow Hall Golf Course,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.swallowhall.com/) but no platform signal found on it or 2 booking-ish link(s),
Wolds Way Golf Course,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.woldswaygolf.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
York Golf Range,unresolved,northyorkshire,unknown,0,,homepage loaded (https://www.yorkgolfrange.com/) but no platform signal found on it or 9 booking-ish link(s),
Beeston Fields Golf Course,unresolved,nottinghamshire,no_site,0,,no working website found,
Brierley Forest Golf Club,unresolved,nottinghamshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Chilwell Manor Golf Course,unresolved,nottinghamshire,no_site,0,,no working website found,
College Pines Golf Club,unresolved,nottinghamshire,error,0,,site refused or failed to load,
Coxmoor Golf Club,unresolved,nottinghamshire,unknown,0,,homepage loaded (https://www.coxmoorgolfclub.co.uk/) but no platform signal found on it or 3 booking-ish link(,
Kilton Forest Golf Club,unresolved,nottinghamshire,dead_link,0,,no working website found,
Leen Valley Golf Course,unresolved,nottinghamshire,no_site,0,,no working website found,
Mansfield Golf Club,unresolved,nottinghamshire,error,0,,site refused or failed to load,
Mansfield Woodhouse Golf Course,unresolved,nottinghamshire,no_site,0,,no working website found,
Newark Golf Club,unresolved,nottinghamshire,chronogolf,0,,chronogolf seen but no confirmed public visitor sheet — worth another look,https://www.chronogolf.com/club/newark-golf-club?date=2025-10-13
Norwood Park Golf Course,unresolved,nottinghamshire,no_site,0,,no working website found,
Ratcliffe on Soar Power Station,unresolved,nottinghamshire,no_site,0,,no working website found,
Riverside Golf Centre,unresolved,nottinghamshire,no_site,0,,no working website found,
Ruddington Grange Golf Club,unresolved,nottinghamshire,unknown,0,,site reachable (https://ruddingtongrange.com/cgi-sys/suspendedpage.cgi) but no visitor booking found on it or ,
Rushcliffe Golf Club,unresolved,nottinghamshire,no_site,0,,no working website found,
Serlby Park Golf Club,unresolved,nottinghamshire,unknown,0,,site reachable (https://www.golfholidays.com/serlby-park-golf-club/) but no visitor booking found on it or 0 s,
Stanton on the Wolds Golf Course,unresolved,nottinghamshire,no_site,0,,no working website found,
Styrrup Hall Golf & Country Club,unresolved,nottinghamshire,error,0,,site refused or failed to load,
The Nottinghamshire Golf & Country Club,unresolved,nottinghamshire,no_site,0,,no working website found,
Chipping Norton Golf Club,unresolved,oxfordshire,no_site,0,,no working website found,
Defence Academy Golf Course,unresolved,oxfordshire,unknown,0,,homepage loaded (https://dagc.org.uk/) but no platform signal found on it or 0 booking-ish link(s),
Greys Green Golf Course,unresolved,oxfordshire,no_site,0,,no working website found,
Heythrop Park Golf,unresolved,oxfordshire,unknown,0,,homepage loaded (https://www.warnerhotels.co.uk:443/hotels/heythrop-park-hotel) but no platform signal found o,
Huntercombe Golf Club,unresolved,oxfordshire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,https://huntercombe.intelligentgolf.co.uk/visitorbooking/
Oxfordshire Golf Club,unresolved,oxfordshire,no_site,0,,no working website found,
Shrivenham Park Golf Club,unresolved,oxfordshire,unknown,0,,homepage loaded (https://custommapposter.com/article/best/926?sd=shrivenhampark.com) but no platform signal fo,
Tadmarton Heath Golf Club,unresolved,oxfordshire,no_site,0,,no working website found,
The Springs Golf Club,unresolved,oxfordshire,dead_link,0,,no working website found,
The Wychwood Golf Club,unresolved,oxfordshire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Waterstock Golf Club,unresolved,oxfordshire,unknown,0,,homepage loaded (https://waterstockgolf.co.uk/) but no platform signal found on it or 3 booking-ish link(s),
Witney Lakes Resort,unresolved,oxfordshire,dead_link,0,,no working website found,
Badgers Sett,unresolved,shropshire,no_site,0,,no working website found,
Bridgnorth Golf Club,unresolved,shropshire,no_site,0,,no working website found,
Chesterton Valley Golf Club,unresolved,shropshire,error,0,,site refused or failed to load,
Church Stretton Golf Club,unresolved,shropshire,no_site,0,,no working website found,
Elm Lodge Golf Course,unresolved,shropshire,no_site,0,,no working website found,
Foxes Run,unresolved,shropshire,no_site,0,,no working website found,
Hawkstone Course,unresolved,shropshire,no_site,0,,no working website found,
Henlle Park,unresolved,shropshire,no_site,0,,no working website found,
Horsehay Village Golf Centre,unresolved,shropshire,gladstone,0,,gladstone seen but no confirmed public visitor sheet — worth another look,https://telfordandwrekinleisure.gladstonego.cloud/en_GB/book
Infinity Golf Studio,unresolved,shropshire,no_site,0,,no working website found,
Lilleshall Golf Course,unresolved,shropshire,no_site,0,,no working website found,
Llanymynech Golf Course,unresolved,shropshire,no_site,0,,no working website found,
Meole Brace Golf Course,unresolved,shropshire,unknown,0,,homepage loaded (https://meolebracegolfclub.co.uk/) but no platform signal found on it or 0 booking-ish link(s,
Mile End Golf Club,unresolved,shropshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Saphire Course,unresolved,shropshire,no_site,0,,no working website found,
Telford Hotel And Golf Resort,unresolved,shropshire,unknown,0,,homepage loaded (https://www.telfordhotelgolfresort.co.uk/) but no platform signal found on it or 19 booking-i,
The Wrekin Golf Club,unresolved,shropshire,no_site,0,,no working website found,
Ashton Court Golf Course,unresolved,somerset,no_site,0,,no working website found,
Bleadon Hill Golf Course,unresolved,somerset,unknown,0,,homepage loaded (https://www.bleadonhillgolfcourse.co.uk/) but no platform signal found on it or 4 booking-ish,
Brean Golf Club,unresolved,somerset,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Cannington Golf Centre,unresolved,somerset,error,0,,site refused or failed to load,
Cricket St Thomas Golf Course,unresolved,somerset,no_site,0,,no working website found,
Enmore Park Golf Club,unresolved,somerset,no_site,0,,no working website found,
Farrington Park Golf & Country Club,unresolved,somerset,unknown,0,,homepage loaded (https://www.madswans.com/) but no platform signal found on it or 2 booking-ish link(s),
Fosseway Golf Club,unresolved,somerset,no_site,0,,no working website found,
Golfbox,unresolved,somerset,no_site,0,,no working website found,
Isle of Wedmore Golf Course,unresolved,somerset,no_site,0,,no working website found,
Knowle Golf Club,unresolved,somerset,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Lansdown Golf Club,unresolved,somerset,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Long Sutton Golf Club,unresolved,somerset,no_site,0,,no working website found,
Minehead & West Somerset Golf Club,unresolved,somerset,no_site,0,,no working website found,
Oake Manor Golf Course,unresolved,somerset,no_site,0,,no working website found,
Shirehampton Park Golf Club,unresolved,somerset,unknown,0,,homepage loaded (https://spgc.shirehamptonparkgolfclub.co.uk/) but no platform signal found on it or 0 booking,
Swingrite Golf Centre,unresolved,somerset,unknown,0,,homepage loaded (https://swingrite.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
The Mendip Golf Club,unresolved,somerset,no_site,0,,no working website found,
Vivary Golf Course,unresolved,somerset,no_site,0,,no working website found,
Weston-super-Mare Golf Club,unresolved,somerset,no_site,0,,no working website found,
Wheathill Golf Club,unresolved,somerset,no_site,0,,no working website found,
Wincanton Racecourse Golf,unresolved,somerset,no_site,0,,no working website found,
18 hole Blue Monster Course,unresolved,southyorkshire,no_site,0,,no working website found,
Bawtry Golf & Country Club,unresolved,southyorkshire,unknown,0,,homepage loaded (https://www.bawtrygolfclub.co.uk/) but no platform signal found on it or 2 booking-ish link(s,
Beauchief Golf Club,unresolved,southyorkshire,unknown,0,,homepage loaded (https://sheffieldgolf.co.uk/404) but no platform signal found on it or 0 booking-ish link(s),
Concord Park Golf Club,unresolved,southyorkshire,no_site,0,,no working website found,
Crookhill Park Golf Course,unresolved,southyorkshire,unknown,0,,site reachable (https://crookhillgolfcourse.co.uk/) but no visitor booking found on it or 0 sub-page(s),
Doncaster Golf Club,unresolved,southyorkshire,no_site,0,,no working website found,
Hallamshire Golf Club,unresolved,southyorkshire,no_site,0,,no working website found,
Hickleton Golf Club,unresolved,southyorkshire,no_site,0,,no working website found,
High Melton Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Hillies Golf Club,unresolved,southyorkshire,no_site,0,,no working website found,
Owston Park Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Phoenix Sports and Social Club,unresolved,southyorkshire,golf_manager,0,,golf_manager seen but no confirmed public visitor sheet — worth another look,https://www.phoenixgolfclub.co.uk/visitor-information
Rother Valley Golf Centre,unresolved,southyorkshire,brs,0,,brs seen but no confirmed public visitor sheet — worth another look,
Rotherham Golf Club,unresolved,southyorkshire,no_site,0,,no working website found,
Roundwood Golf Club,unresolved,southyorkshire,unknown,0,,homepage loaded (https://www.roundwoodgolfclub.co.uk/) but no platform signal found on it or 3 booking-ish lin,
Sandhill Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Silkstone Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Sitwell Park Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Tankersley Park Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Thornhurst Manor Golf Course,unresolved,southyorkshire,dead_link,0,,no working website found,
Waterfront Golf,unresolved,southyorkshire,no_site,0,,no working website found,
Wheatley Golf Course,unresolved,southyorkshire,no_site,0,,no working website found,
Aqualate Golf Centre,unresolved,staffordshire,unknown,0,,homepage loaded (https://www.aqualategolf.co.uk/) but no platform signal found on it or 5 booking-ish link(s),
Aston Wood Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Barlaston Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Beau Desert Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Belmont Golf Club,unresolved,staffordshire,unknown,0,,site reachable (https://buydomainnames.co.uk/domain/belmontgolf.co.uk?offer=parked) but no visitor booking fou,
Branston Golf & Country Club,unresolved,staffordshire,esp,0,,esp seen but no confirmed public visitor sheet — worth another look,https://www.e-s-p.com/elitelive/book_start.php?clubid=1968
Brocton Hall Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Burslem Golf Course,unresolved,staffordshire,no_site,0,,no working website found,
Cannock Park Golf Course,unresolved,staffordshire,dead_link,0,,no working website found,
Darnford Moors Golf Course,unresolved,staffordshire,unknown,0,,homepage loaded (https://www.darnfordmoors.com/) but no platform signal found on it or 0 booking-ish link(s),
Denstone College Golf Club,unresolved,staffordshire,unknown,0,,homepage loaded (https://www.denstonecollege.org/golf) but no platform signal found on it or 2 booking-ish lin,
Enville Golf Club,unresolved,staffordshire,unknown,0,,homepage loaded (https://www.envillegolfclub.com/) but no platform signal found on it or 0 booking-ish link(s),
Essington Golf Course,unresolved,staffordshire,no_site,0,,no working website found,
Goin' Golf,unresolved,staffordshire,no_site,0,,no working website found,
Greenfield Golf Club,unresolved,staffordshire,unknown,0,,site reachable (https://www.greenfieldgolf.co.uk/) but no visitor booking found on it or 1 sub-page(s),
Greenway Hall Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Hawkesyard Golf Course,unresolved,staffordshire,no_site,0,,no working website found,
Himley Hall Golf Centre/Club,unresolved,staffordshire,error,0,,site refused or failed to load,
Ingestre Park Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Ledene Golf Centre,unresolved,staffordshire,unknown,0,,homepage loaded (https://www.ledenegolf.co.uk/) but no platform signal found on it or 0 booking-ish link(s),
Leek Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Lichfield Golf & Country Club,unresolved,staffordshire,no_site,0,,no working website found,
Newcastle Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Onneley Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
"Patshull Park Hotel, Golf & Country Club",unresolved,staffordshire,unknown,0,,homepage loaded (https://www.patshull-park.co.uk/golf.aspx) but no platform signal found on it or 0 booking-is,
Stafford Castle Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Swindon Golf Club,unresolved,staffordshire,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,mailto:info@intelligentgolf.co.uk
The Chase Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
The Manor Golf Club Ltd,unresolved,staffordshire,no_site,0,,no working website found,
The Mark Butler Golf Academy (Sedgley Golf Centre),unresolved,staffordshire,error,0,,site refused or failed to load,
The Range Woodfarm,unresolved,staffordshire,no_site,0,,no working website found,
Three Hammers Golf Complex,unresolved,staffordshire,unknown,0,,homepage loaded (https://3hammers.co.uk/) but no platform signal found on it or 5 booking-ish link(s),
Trentham Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Trentham Park Golf Course,unresolved,staffordshire,no_site,0,,no working website found,
Uttoxeter Golf Course,unresolved,staffordshire,no_site,0,,no working website found,
Westwood Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Whiston Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Wolstanton Golf Club,unresolved,staffordshire,no_site,0,,no working website found,
Wychnor Park Country Club,unresolved,staffordshire,blocked,0,,site refused or failed to load,
Aldeburgh Golf Club - Championship Course,unresolved,suffolk,no_site,0,,no working website found,
Aldeburgh Golf Club - River Course,unresolved,suffolk,no_site,0,,no working website found,
Alnesbourne Priory Golf Course,unresolved,suffolk,unknown,0,,homepage loaded (https://alnesbournepriorygolf.co.uk/) but no platform signal found on it or 1 booking-ish lin,
Bramford Golf Centre / Suffolk Golf & Water Park,unresolved,suffolk,unknown,0,,homepage loaded (https://www.bramfordgc.co.uk/) but no platform signal found on it or 1 booking-ish link(s),
Brett Vale Golf Course,unresolved,suffolk,no_site,0,,no working website found,
Cedar Point Country Club,unresolved,suffolk,no_site,0,,no working website found,
Diss Golf Club,unresolved,suffolk,no_site,0,,no working website found,
Felixstowe Ferry Golf Club - Kingsfleet Course,unresolved,suffolk,no_site,0,,no working website found,
Felixstowe Ferry Golf Club - Martello Course,unresolved,suffolk,no_site,0,,no working website found,
Flempton Golf Club,unresolved,suffolk,unknown,0,,homepage loaded (https://www.flemptongolfclub.co.uk/) but no platform signal found on it or 2 booking-ish link,
Fynn Valley Golf Club,unresolved,suffolk,no_site,0,,no working website found,
Gunton Hall Pitch and Putt,unresolved,suffolk,no_site,0,,no working website found,
Halesworth Golf Club - Championship Course,unresolved,suffolk,unknown,0,,homepage loaded (https://www.halesworthgolf.co.uk/) but no platform signal found on it or 0 booking-ish link(s,
Halesworth Golf Club - Valley Course,unresolved,suffolk,unknown,0,,homepage loaded (https://www.halesworthgolf.co.uk/) but no platform signal found on it or 0 booking-ish link(s,
Hintlesham Golf Club,unresolved,suffolk,intelligent_golf,0,,intelligent_golf seen but no confirmed public visitor sheet — worth another look,
Jacobsen Golf Course,unresolved,suffolk,no_site,0,,no working website found,
Moon and Sixpence Golf Course,unresolved,suffolk,no_site,0,,no working website found,
Old Joe's Golfing Range,unresolved,suffolk,error,0,,site refused or failed to load,
RAF Lakenheath Breckland Pines Golf Course,unresolved,suffolk,dead_link,0,,no working website found,
Riverfront Golf Club,unresolved,suffolk,no_site,0,,no working website found,
Royal Worlington and Newmarket Golf Club,unresolved,suffolk,no_site,0,,no working website found,
Rushmere Golf Course,unresolved,suffolk,no_site,0,,no working website found,
Southwold Golf Club,unresolved,suffolk,unknown,0,,homepage loaded (https://www.southwoldgolfclub.co.uk/) but no platform signal found on it or 3 booking-ish lin,
St Clements Golf Club,unresolved,suffolk,no_site,0,,no working website found,
Stoke by Nayland Resort - Constable Course,unresolved,suffolk,dead_link,0,,no working website found,
Stoke by Nayland Resort - Gainsborough Course,unresolved,suffolk,dead_link,0,,no working website found,
Stonham Barns Golf Centre,unresolved,suffolk,no_site,0,,no working website found,
